"","Wavelength","Reflectance"
"1",350,0.1751
"2",351,0.17426
"3",352,0.16701
"4",353,0.16477
"5",354,0.16296
"6",355,0.1522
"7",356,0.15145
"8",357,0.15636
"9",358,0.14843
"10",359,0.14028
"11",360,0.13526
"12",361,0.13267
"13",362,0.13135
"14",363,0.13032
"15",364,0.12937
"16",365,0.12783
"17",366,0.12418
"18",367,0.12215
"19",368,0.12016
"20",369,0.1113
"21",370,0.10476
"22",371,0.10295
"23",372,0.09882
"24",373,0.09609
"25",374,0.09659
"26",375,0.09322
"27",376,0.08985
"28",377,0.09014
"29",378,0.08996
"30",379,0.0897
"31",380,0.09114
"32",381,0.09089
"33",382,0.08903
"34",383,0.08874
"35",384,0.08802
"36",385,0.0861
"37",386,0.08135
"38",387,0.07581
"39",388,0.0706
"40",389,0.06933
"41",390,0.06873
"42",391,0.06556
"43",392,0.06437
"44",393,0.06442
"45",394,0.06453
"46",395,0.06458
"47",396,0.06452
"48",397,0.06406
"49",398,0.06468
"50",399,0.06629
"51",400,0.06687
"52",401,0.06703
"53",402,0.06703
"54",403,0.06855
"55",404,0.07034
"56",405,0.07173
"57",406,0.07159
"58",407,0.07312
"59",408,0.07874
"60",409,0.08135
"61",410,0.08067
"62",411,0.07603
"63",412,0.07247
"64",413,0.07005
"65",414,0.06886
"66",415,0.06894
"67",416,0.06977
"68",417,0.07022
"69",418,0.07093
"70",419,0.07167
"71",420,0.07144
"72",421,0.0717
"73",422,0.07241
"74",423,0.07189
"75",424,0.07193
"76",425,0.07284
"77",426,0.0722
"78",427,0.07114
"79",428,0.07018
"80",429,0.0703
"81",430,0.07014
"82",431,0.06924
"83",432,0.06958
"84",433,0.06972
"85",434,0.06867
"86",435,0.06883
"87",436,0.06972
"88",437,0.07104
"89",438,0.07268
"90",439,0.07279
"91",440,0.07
"92",441,0.06961
"93",442,0.06977
"94",443,0.06887
"95",444,0.06841
"96",445,0.06833
"97",446,0.06861
"98",447,0.06858
"99",448,0.06831
"100",449,0.06786
"101",450,0.06776
"102",451,0.06777
"103",452,0.06759
"104",453,0.06716
"105",454,0.06676
"106",455,0.06676
"107",456,0.06665
"108",457,0.06636
"109",458,0.06583
"110",459,0.06562
"111",460,0.06556
"112",461,0.06515
"113",462,0.06504
"114",463,0.06516
"115",464,0.06523
"116",465,0.06523
"117",466,0.06514
"118",467,0.06487
"119",468,0.06486
"120",469,0.06487
"121",470,0.06432
"122",471,0.0641
"123",472,0.06408
"124",473,0.06402
"125",474,0.06386
"126",475,0.06366
"127",476,0.06348
"128",477,0.0632
"129",478,0.06294
"130",479,0.06289
"131",480,0.06258
"132",481,0.06227
"133",482,0.06234
"134",483,0.06217
"135",484,0.06194
"136",485,0.06192
"137",486,0.06183
"138",487,0.06173
"139",488,0.0617
"140",489,0.06171
"141",490,0.06175
"142",491,0.06183
"143",492,0.06197
"144",493,0.06213
"145",494,0.06227
"146",495,0.06258
"147",496,0.06271
"148",497,0.06258
"149",498,0.063
"150",499,0.06339
"151",500,0.06359
"152",501,0.06414
"153",502,0.06476
"154",503,0.06535
"155",504,0.06607
"156",505,0.06687
"157",506,0.06778
"158",507,0.06896
"159",508,0.07023
"160",509,0.07159
"161",510,0.07325
"162",511,0.07505
"163",512,0.07699
"164",513,0.07908
"165",514,0.0814
"166",515,0.08397
"167",516,0.08686
"168",517,0.08974
"169",518,0.09268
"170",519,0.09583
"171",520,0.09926
"172",521,0.10277
"173",522,0.10617
"174",523,0.10952
"175",524,0.11296
"176",525,0.11655
"177",526,0.11977
"178",527,0.12288
"179",528,0.12595
"180",529,0.12889
"181",530,0.13155
"182",531,0.13393
"183",532,0.13597
"184",533,0.13808
"185",534,0.14015
"186",535,0.14146
"187",536,0.1428
"188",537,0.14409
"189",538,0.14503
"190",539,0.14601
"191",540,0.14694
"192",541,0.14767
"193",542,0.14832
"194",543,0.14896
"195",544,0.14965
"196",545,0.15017
"197",546,0.15069
"198",547,0.15125
"199",548,0.15176
"200",549,0.15217
"201",550,0.15249
"202",551,0.15281
"203",552,0.15302
"204",553,0.15306
"205",554,0.15285
"206",555,0.15241
"207",556,0.15183
"208",557,0.15119
"209",558,0.15019
"210",559,0.14906
"211",560,0.14793
"212",561,0.14668
"213",562,0.14531
"214",563,0.1438
"215",564,0.14208
"216",565,0.14016
"217",566,0.13813
"218",567,0.13612
"219",568,0.13392
"220",569,0.13164
"221",570,0.12938
"222",571,0.12701
"223",572,0.12466
"224",573,0.1224
"225",574,0.12037
"226",575,0.11826
"227",576,0.11612
"228",577,0.11444
"229",578,0.11268
"230",579,0.11088
"231",580,0.1092
"232",581,0.10764
"233",582,0.10626
"234",583,0.10505
"235",584,0.10371
"236",585,0.10249
"237",586,0.10143
"238",587,0.10032
"239",588,0.09932
"240",589,0.09841
"241",590,0.09752
"242",591,0.09678
"243",592,0.09612
"244",593,0.09547
"245",594,0.09494
"246",595,0.09443
"247",596,0.09391
"248",597,0.09341
"249",598,0.09289
"250",599,0.09235
"251",600,0.0918
"252",601,0.09129
"253",602,0.09068
"254",603,0.08995
"255",604,0.08932
"256",605,0.08868
"257",606,0.08796
"258",607,0.08709
"259",608,0.08615
"260",609,0.08516
"261",610,0.08411
"262",611,0.08302
"263",612,0.08185
"264",613,0.08064
"265",614,0.07959
"266",615,0.07845
