"","Wavelength","Reflectance"
"1",350,0.22895
"2",351,0.2241
"3",352,0.21836
"4",353,0.20696
"5",354,0.19643
"6",355,0.19975
"7",356,0.19789
"8",357,0.19244
"9",358,0.19464
"10",359,0.19254
"11",360,0.18337
"12",361,0.18187
"13",362,0.18103
"14",363,0.1762
"15",364,0.16901
"16",365,0.16176
"17",366,0.15896
"18",367,0.15443
"19",368,0.14875
"20",369,0.14577
"21",370,0.14114
"22",371,0.13413
"23",372,0.1317
"24",373,0.13009
"25",374,0.12752
"26",375,0.12445
"27",376,0.12141
"28",377,0.11884
"29",378,0.11794
"30",379,0.11815
"31",380,0.11779
"32",381,0.1183
"33",382,0.11897
"34",383,0.11546
"35",384,0.11245
"36",385,0.11074
"37",386,0.10374
"38",387,0.09758
"39",388,0.09559
"40",389,0.09224
"41",390,0.089
"42",391,0.08705
"43",392,0.08704
"44",393,0.08755
"45",394,0.08598
"46",395,0.08542
"47",396,0.08565
"48",397,0.0852
"49",398,0.08514
"50",399,0.08557
"51",400,0.08604
"52",401,0.08663
"53",402,0.08732
"54",403,0.08754
"55",404,0.08834
"56",405,0.09035
"57",406,0.09116
"58",407,0.09331
"59",408,0.09869
"60",409,0.10165
"61",410,0.10079
"62",411,0.09389
"63",412,0.08936
"64",413,0.08673
"65",414,0.08524
"66",415,0.08481
"67",416,0.08518
"68",417,0.08578
"69",418,0.08722
"70",419,0.08887
"71",420,0.08864
"72",421,0.0881
"73",422,0.0878
"74",423,0.08885
"75",424,0.08924
"76",425,0.08852
"77",426,0.08903
"78",427,0.08914
"79",428,0.08834
"80",429,0.0877
"81",430,0.08721
"82",431,0.08693
"83",432,0.08694
"84",433,0.0868
"85",434,0.08616
"86",435,0.08626
"87",436,0.08726
"88",437,0.08933
"89",438,0.09045
"90",439,0.09036
"91",440,0.08881
"92",441,0.08815
"93",442,0.08761
"94",443,0.08652
"95",444,0.08609
"96",445,0.08613
"97",446,0.0864
"98",447,0.08661
"99",448,0.08673
"100",449,0.08679
"101",450,0.08602
"102",451,0.08518
"103",452,0.08535
"104",453,0.08518
"105",454,0.08482
"106",455,0.08451
"107",456,0.08436
"108",457,0.08426
"109",458,0.08408
