"","Wavelength","Reflectance"
"1",350,0.21117
"2",351,0.21677
"3",352,0.19759
"4",353,0.19047
"5",354,0.18821
"6",355,0.17897
"7",356,0.17346
"8",357,0.1716
"9",358,0.17186
"10",359,0.16889
"11",360,0.16105
"12",361,0.15444
"13",362,0.15088
"14",363,0.15214
"15",364,0.15234
"16",365,0.15035
"17",366,0.1425
"18",367,0.14214
"19",368,0.14541
"20",369,0.13623
"21",370,0.1276
"22",371,0.12313
"23",372,0.12091
"24",373,0.11802
"25",374,0.11258
"26",375,0.11024
"27",376,0.10973
"28",377,0.11056
"29",378,0.10813
"30",379,0.1046
"31",380,0.10605
"32",381,0.10735
"33",382,0.10737
"34",383,0.10439
"35",384,0.10216
"36",385,0.10141
"37",386,0.09703
"38",387,0.09253
"39",388,0.0897
"40",389,0.087
"41",390,0.0842
"42",391,0.08074
"43",392,0.08063
"44",393,0.08218
"45",394,0.08272
"46",395,0.08252
"47",396,0.08192
"48",397,0.08192
"49",398,0.08262
"50",399,0.08393
"51",400,0.08538
"52",401,0.08625
"53",402,0.08636
"54",403,0.08694
"55",404,0.08754
"56",405,0.08799
"57",406,0.08878
"58",407,0.09089
"59",408,0.09509
"60",409,0.09944
"61",410,0.1009
"62",411,0.09504
"63",412,0.09112
"64",413,0.08871
"65",414,0.08702
"66",415,0.08663
"67",416,0.08718
"68",417,0.08791
"69",418,0.08844
"70",419,0.08893
"71",420,0.0902
"72",421,0.09106
"73",422,0.09143
"74",423,0.09214
"75",424,0.09245
"76",425,0.09211
"77",426,0.09098
"78",427,0.09049
"79",428,0.09105
"80",429,0.09029
"81",430,0.08928
"82",431,0.08847
"83",432,0.08855
"84",433,0.08901
"85",434,0.08948
"86",435,0.0897
"87",436,0.09022
"88",437,0.09144
"89",438,0.09249
"90",439,0.09268
"91",440,0.09146
"92",441,0.09084
"93",442,0.09046
"94",443,0.09013
"95",444,0.08953
"96",445,0.08908
"97",446,0.08941
"98",447,0.0893
"99",448,0.08904
"100",449,0.08913
"101",450,0.08903
"102",451,0.08881
"103",452,0.08856
"104",453,0.08818
"105",454,0.08788
"106",455,0.08793
"107",456,0.08788
"108",457,0.08776
"109",458,0.08763
"110",459,0.08732
"111",460,0.08697
"112",461,0.08701
"113",462,0.08689
"114",463,0.08669
"115",464,0.08671
"116",465,0.08674
"117",466,0.0868
"118",467,0.08704
"119",468,0.08712
"120",469,0.08716
"121",470,0.08744
"122",471,0.08705
"123",472,0.08656
"124",473,0.08671
"125",474,0.08663
"126",475,0.08642
"127",476,0.08626
"128",477,0.08614
"129",478,0.08603
"130",479,0.08592
"131",480,0.08573
"132",481,0.08557
"133",482,0.08555
"134",483,0.08545
"135",484,0.08534
"136",485,0.08534
"137",486,0.08538
"138",487,0.08543
"139",488,0.08549
"140",489,0.08549
"141",490,0.08556
"142",491,0.08576
"143",492,0.08605
"144",493,0.08632
"145",494,0.08647
"146",495,0.08666
"147",496,0.08682
"148",497,0.08694
"149",498,0.08712
"150",499,0.08749
"151",500,0.0881
"152",501,0.08861
"153",502,0.08917
"154",503,0.08983
"155",504,0.09071
"156",505,0.09169
"157",506,0.09272
"158",507,0.09371
"159",508,0.09478
"160",509,0.09601
"161",510,0.09765
"162",511,0.0993
"163",512,0.10097
"164",513,0.10282
"165",514,0.10484
"166",515,0.10706
"167",516,0.10961
"168",517,0.11213
"169",518,0.11474
"170",519,0.11766
"171",520,0.12078
"172",521,0.12392
"173",522,0.12687
"174",523,0.12986
"175",524,0.1329
"176",525,0.13602
"177",526,0.13897
"178",527,0.14179
"179",528,0.14448
"180",529,0.14716
"181",530,0.14945
"182",531,0.15136
"183",532,0.15337
"184",533,0.15522
"185",534,0.15685
"186",535,0.15824
"187",536,0.15947
"188",537,0.16052
"189",538,0.16137
"190",539,0.16214
"191",540,0.1628
"192",541,0.16331
"193",542,0.16382
"194",543,0.16433
"195",544,0.16487
"196",545,0.16532
"197",546,0.16573
"198",547,0.16614
"199",548,0.16655
"200",549,0.16697
"201",550,0.16736
"202",551,0.16765
"203",552,0.16776
"204",553,0.16772
"205",554,0.16762
"206",555,0.16724
"207",556,0.16665
"208",557,0.16599
"209",558,0.16503
"210",559,0.16401
"211",560,0.16304
"212",561,0.16174
"213",562,0.16042
"214",563,0.15911
"215",564,0.15758
"216",565,0.15583
"217",566,0.15397
"218",567,0.15219
"219",568,0.15014
"220",569,0.14803
"221",570,0.14609
"222",571,0.1439
"223",572,0.14172
"224",573,0.13971
"225",574,0.13788
"226",575,0.13615
"227",576,0.13447
"228",577,0.1328
"229",578,0.13122
"230",579,0.12973
"231",580,0.1283
"232",581,0.12695
"233",582,0.12575
"234",583,0.12473
"235",584,0.12368
"236",585,0.12268
"237",586,0.12175
"238",587,0.12087
"239",588,0.12005
"240",589,0.11928
"241",590,0.11859
"242",591,0.11801
"243",592,0.1175
"244",593,0.11704
"245",594,0.11668
"246",595,0.1163
"247",596,0.1159
"248",597,0.11555
"249",598,0.11525
"250",599,0.11493
"251",600,0.11448
"252",601,0.11412
"253",602,0.11373
"254",603,0.11323
"255",604,0.1128
"256",605,0.11227
"257",606,0.11161
"258",607,0.1109
"259",608,0.11014
"260",609,0.10939
"261",610,0.10868
"262",611,0.1078
"263",612,0.10688
"264",613,0.106
"265",614,0.10518
"266",615,0.10435
"267",616,0.10351
"268",617,0.10266
"269",618,0.10196
"270",619,0.10138
"271",620,0.1009
"272",621,0.10042
"273",622,0.09993
"274",623,0.09949
"275",624,0.09919
"276",625,0.09902
"277",626,0.09892
"278",627,0.09888
"279",628,0.09897
"280",629,0.09893
"281",630,0.09879
"282",631,0.09864
"283",632,0.09849
"284",633,0.09821
"285",634,0.09779
"286",635,0.09749
"287",636,0.0971
"288",637,0.09656
"289",638,0.09587
"290",639,0.09516
"291",640,0.09439
"292",641,0.09356
"293",642,0.09283
"294",643,0.09201
"295",644,0.09115
"296",645,0.09035
"297",646,0.08964
"298",647,0.08896
"299",648,0.08832
"300",649,0.08771
"301",650,0.08731
"302",651,0.087
"303",652,0.08664
"304",653,0.08629
"305",654,0.08598
"306",655,0.08571
"307",656,0.08549
"308",657,0.08514
"309",658,0.08472
"310",659,0.08424
"311",660,0.08371
"312",661,0.08335
"313",662,0.083
"314",663,0.08251
"315",664,0.08213
"316",665,0.08185
"317",666,0.08165
"318",667,0.08144
"319",668,0.08145
"320",669,0.08149
"321",670,0.0815
"322",671,0.08152
"323",672,0.0817
"324",673,0.08195
"325",674,0.08219
"326",675,0.08251
"327",676,0.08293
"328",677,0.08341
"329",678,0.08391
"330",679,0.08449
"331",680,0.08515
"332",681,0.08585
"333",682,0.08655
"334",683,0.08735
"335",684,0.08828
"336",685,0.08933
"337",686,0.09047
"338",687,0.0918
"339",688,0.09346
"340",689,0.09553
"341",690,0.09788
"342",691,0.10101
"343",692,0.10471
"344",693,0.10885
"345",694,0.1141
"346",695,0.11966
"347",696,0.12589
"348",697,0.13318
"349",698,0.14041
"350",699,0.1484
"351",700,0.15703
"352",701,0.16581
"353",702,0.17412
"354",703,0.18294
"355",704,0.19179
"356",705,0.19989
"357",706,0.20866
"358",707,0.21751
"359",708,0.226
"360",709,0.23391
"361",710,0.24245
"362",711,0.25103
"363",712,0.25961
"364",713,0.26818
"365",714,0.27597
"366",715,0.28432
"367",716,0.29302
"368",717,0.30145
"369",718,0.30923
"370",719,0.31739
"371",720,0.32582
"372",721,0.33414
"373",722,0.34237
"374",723,0.35041
"375",724,0.35829
"376",725,0.36592
"377",726,0.37292
"378",727,0.37987
"379",728,0.38678
"380",729,0.39357
"381",730,0.39984
"382",731,0.40604
"383",732,0.41196
"384",733,0.41754
"385",734,0.42283
"386",735,0.42776
"387",736,0.43237
"388",737,0.43672
"389",738,0.44083
"390",739,0.44451
"391",740,0.44804
"392",741,0.45132
"393",742,0.45425
"394",743,0.45682
"395",744,0.45937
"396",745,0.46174
"397",746,0.46388
"398",747,0.46579
"399",748,0.46759
"400",749,0.46918
"401",750,0.47053
"402",751,0.47171
"403",752,0.47306
"404",753,0.47415
"405",754,0.47501
"406",755,0.47573
"407",756,0.4764
"408",757,0.47711
"409",758,0.47762
"410",759,0.478
"411",760,0.47841
"412",761,0.47875
"413",762,0.47906
"414",763,0.47932
"415",764,0.47949
"416",765,0.47945
"417",766,0.47955
"418",767,0.47959
"419",768,0.47962
"420",769,0.47967
"421",770,0.4796
"422",771,0.47941
"423",772,0.47941
"424",773,0.47946
"425",774,0.47932
"426",775,0.47931
"427",776,0.47927
"428",777,0.47915
"429",778,0.47898
"430",779,0.47887
"431",780,0.47883
"432",781,0.47887
"433",782,0.47882
"434",783,0.47869
"435",784,0.47864
"436",785,0.47858
"437",786,0.47848
"438",787,0.47844
"439",788,0.47844
"440",789,0.47841
"441",790,0.47827
"442",791,0.47829
"443",792,0.47829
"444",793,0.47823
"445",794,0.4782
"446",795,0.47821
"447",796,0.47791
"448",797,0.4778
"449",798,0.47782
"450",799,0.47776
"451",800,0.47783
"452",801,0.47779
"453",802,0.47773
"454",803,0.47769
"455",804,0.4776
"456",805,0.47736
"457",806,0.47731
"458",807,0.47753
"459",808,0.47757
"460",809,0.47738
"461",810,0.47729
"462",811,0.47731
"463",812,0.47731
"464",813,0.47722
"465",814,0.4771
"466",815,0.47708
"467",816,0.47728
"468",817,0.47727
"469",818,0.47735
"470",819,0.47719
"471",820,0.47697
"472",821,0.47694
"473",822,0.47706
"474",823,0.47704
"475",824,0.47695
"476",825,0.47686
"477",826,0.47671
"478",827,0.47654
"479",828,0.47661
"480",829,0.4765
"481",830,0.47635
"482",831,0.47628
"483",832,0.47619
"484",833,0.47604
"485",834,0.4761
"486",835,0.47601
"487",836,0.47595
"488",837,0.47603
"489",838,0.47594
"490",839,0.4757
"491",840,0.47568
"492",841,0.47558
"493",842,0.47543
"494",843,0.47549
"495",844,0.4755
"496",845,0.47544
"497",846,0.47538
"498",847,0.47531
"499",848,0.47505
"500",849,0.47495
"501",850,0.47485
"502",851,0.47496
"503",852,0.47493
"504",853,0.47462
"505",854,0.47458
"506",855,0.47465
"507",856,0.47464
"508",857,0.47436
"509",858,0.47437
"510",859,0.47438
"511",860,0.47427
"512",861,0.4744
"513",862,0.47441
"514",863,0.47444
"515",864,0.47408
"516",865,0.47392
"517",866,0.47365
"518",867,0.47364
"519",868,0.47376
"520",869,0.47342
"521",870,0.47369
"522",871,0.47361
"523",872,0.47323
"524",873,0.47348
"525",874,0.4734
"526",875,0.47317
"527",876,0.47299
"528",877,0.47274
"529",878,0.47278
"530",879,0.47285
"531",880,0.47284
"532",881,0.47292
"533",882,0.47267
"534",883,0.47238
"535",884,0.47251
"536",885,0.47261
"537",886,0.47236
"538",887,0.47252
"539",888,0.47243
"540",889,0.47223
"541",890,0.47202
"542",891,0.47195
"543",892,0.47184
"544",893,0.47229
"545",894,0.47211
"546",895,0.47178
"547",896,0.47175
"548",897,0.47149
"549",898,0.47126
"550",899,0.47136
"551",900,0.47144
"552",901,0.47128
"553",902,0.47146
"554",903,0.47093
"555",904,0.47102
"556",905,0.47095
"557",906,0.47076
"558",907,0.47062
"559",908,0.47043
"560",909,0.47043
"561",910,0.47039
"562",911,0.47
"563",912,0.46995
"564",913,0.46995
"565",914,0.46968
"566",915,0.46952
"567",916,0.46962
"568",917,0.46929
"569",918,0.46958
"570",919,0.4692
"571",920,0.46889
"572",921,0.46871
"573",922,0.4689
"574",923,0.46876
"575",924,0.46862
"576",925,0.46843
"577",926,0.46783
"578",927,0.46788
"579",928,0.46754
"580",929,0.46727
"581",930,0.46727
"582",931,0.46682
"583",932,0.46668
"584",933,0.46636
"585",934,0.46624
"586",935,0.46551
"587",936,0.46572
"588",937,0.46555
"589",938,0.4653
"590",939,0.46491
"591",940,0.46469
"592",941,0.46437
"593",942,0.46402
"594",943,0.46389
"595",944,0.46356
"596",945,0.46302
"597",946,0.46312
"598",947,0.46281
"599",948,0.46193
"600",949,0.4621
"601",950,0.46132
"602",951,0.46092
"603",952,0.4604
"604",953,0.45919
"605",954,0.45879
"606",955,0.45862
"607",956,0.45806
"608",957,0.45723
"609",958,0.45716
"610",959,0.4573
"611",960,0.45714
"612",961,0.45664
"613",962,0.45592
"614",963,0.45565
"615",964,0.4556
"616",965,0.4561
"617",966,0.45605
"618",967,0.45561
"619",968,0.4555
"620",969,0.45524
"621",970,0.45534
"622",971,0.45504
"623",972,0.45529
"624",973,0.4556
"625",974,0.45516
"626",975,0.45548
"627",976,0.4554
"628",977,0.45559
"629",978,0.45504
"630",979,0.45479
"631",980,0.45573
"632",981,0.45471
"633",982,0.45456
"634",983,0.45435
"635",984,0.45417
"636",985,0.45433
"637",986,0.45512
"638",987,0.45473
"639",988,0.45549
"640",989,0.45578
"641",990,0.45642
"642",991,0.4577
"643",992,0.45845
"644",993,0.45963
"645",994,0.46142
"646",995,0.46319
"647",996,0.46465
"648",997,0.4663
"649",998,0.46712
"650",999,0.46805
"651",1000,0.46898
"652",1001,0.46992
"653",1002,0.47068
"654",1003,0.4714
"655",1004,0.47208
"656",1005,0.47272
"657",1006,0.4733
"658",1007,0.47384
"659",1008,0.47433
"660",1009,0.47478
"661",1010,0.47519
"662",1011,0.47556
"663",1012,0.47588
"664",1013,0.47615
"665",1014,0.47634
"666",1015,0.47648
"667",1016,0.47659
"668",1017,0.47672
"669",1018,0.47686
"670",1019,0.477
"671",1020,0.47715
"672",1021,0.4773
"673",1022,0.47746
"674",1023,0.47762
"675",1024,0.47779
"676",1025,0.47797
"677",1026,0.47816
"678",1027,0.47836
"679",1028,0.47857
"680",1029,0.47877
"681",1030,0.47898
"682",1031,0.47919
"683",1032,0.47939
"684",1033,0.47955
"685",1034,0.47968
"686",1035,0.47978
"687",1036,0.47987
"688",1037,0.47996
"689",1038,0.48005
"690",1039,0.48012
"691",1040,0.4802
"692",1041,0.4803
"693",1042,0.48043
"694",1043,0.48056
"695",1044,0.48067
"696",1045,0.48076
"697",1046,0.48082
"698",1047,0.48086
"699",1048,0.48089
"700",1049,0.4809
"701",1050,0.48089
"702",1051,0.48086
"703",1052,0.48084
"704",1053,0.48084
"705",1054,0.48085
"706",1055,0.48088
"707",1056,0.48091
"708",1057,0.48095
"709",1058,0.48101
"710",1059,0.48107
"711",1060,0.48112
"712",1061,0.48116
"713",1062,0.48118
"714",1063,0.4812
"715",1064,0.48121
"716",1065,0.48121
"717",1066,0.4812
"718",1067,0.48118
"719",1068,0.48117
"720",1069,0.48116
"721",1070,0.48114
"722",1071,0.48112
"723",1072,0.48111
"724",1073,0.48112
"725",1074,0.48114
"726",1075,0.48115
"727",1076,0.48115
"728",1077,0.48113
"729",1078,0.48109
"730",1079,0.48104
"731",1080,0.48099
"732",1081,0.48094
"733",1082,0.4809
"734",1083,0.48084
"735",1084,0.48078
"736",1085,0.48071
"737",1086,0.48062
"738",1087,0.48053
"739",1088,0.48043
"740",1089,0.4803
"741",1090,0.48015
"742",1091,0.48002
"743",1092,0.47991
"744",1093,0.47984
"745",1094,0.47978
"746",1095,0.47971
"747",1096,0.47963
"748",1097,0.47952
"749",1098,0.4794
"750",1099,0.47927
"751",1100,0.47911
"752",1101,0.47893
"753",1102,0.47874
"754",1103,0.47855
"755",1104,0.47838
"756",1105,0.4782
"757",1106,0.47804
"758",1107,0.47793
"759",1108,0.4779
"760",1109,0.47795
"761",1110,0.47803
"762",1111,0.47807
"763",1112,0.47805
"764",1113,0.47803
"765",1114,0.47795
"766",1115,0.47778
"767",1116,0.47744
"768",1117,0.47694
"769",1118,0.47642
"770",1119,0.47598
"771",1120,0.47571
"772",1121,0.47552
"773",1122,0.47537
"774",1123,0.47522
"775",1124,0.4751
"776",1125,0.47501
"777",1126,0.47489
"778",1127,0.47466
"779",1128,0.4743
"780",1129,0.47385
"781",1130,0.47335
"782",1131,0.47283
"783",1132,0.47229
"784",1133,0.47172
"785",1134,0.4711
"786",1135,0.47043
"787",1136,0.4697
"788",1137,0.46892
"789",1138,0.4681
"790",1139,0.46726
"791",1140,0.46639
"792",1141,0.46548
"793",1142,0.46456
"794",1143,0.46363
"795",1144,0.46268
"796",1145,0.46172
"797",1146,0.46077
"798",1147,0.45985
"799",1148,0.45892
"800",1149,0.45802
"801",1150,0.45718
"802",1151,0.45641
"803",1152,0.45571
"804",1153,0.45505
"805",1154,0.45444
"806",1155,0.45386
"807",1156,0.45332
"808",1157,0.45282
"809",1158,0.45234
"810",1159,0.45188
"811",1160,0.45145
"812",1161,0.45104
"813",1162,0.45064
"814",1163,0.45024
"815",1164,0.44985
"816",1165,0.44948
"817",1166,0.44915
"818",1167,0.44888
"819",1168,0.44864
"820",1169,0.44842
"821",1170,0.44821
"822",1171,0.44801
"823",1172,0.44783
"824",1173,0.44764
"825",1174,0.44744
"826",1175,0.44722
"827",1176,0.44699
"828",1177,0.44677
"829",1178,0.44657
"830",1179,0.44639
"831",1180,0.44623
"832",1181,0.44607
"833",1182,0.44592
"834",1183,0.44577
"835",1184,0.44564
"836",1185,0.4455
"837",1186,0.44536
"838",1187,0.44521
"839",1188,0.44507
"840",1189,0.44495
"841",1190,0.44486
"842",1191,0.44478
"843",1192,0.44472
"844",1193,0.44468
"845",1194,0.44466
"846",1195,0.44467
"847",1196,0.44468
"848",1197,0.44468
"849",1198,0.44466
"850",1199,0.44464
"851",1200,0.44461
"852",1201,0.44459
"853",1202,0.44455
"854",1203,0.44452
"855",1204,0.44449
"856",1205,0.44447
"857",1206,0.44444
"858",1207,0.44441
"859",1208,0.44441
"860",1209,0.44444
"861",1210,0.4445
"862",1211,0.44458
"863",1212,0.44468
"864",1213,0.44479
"865",1214,0.44492
"866",1215,0.44506
"867",1216,0.44517
"868",1217,0.44523
"869",1218,0.44527
"870",1219,0.44531
"871",1220,0.44535
"872",1221,0.44542
"873",1222,0.4455
"874",1223,0.44558
"875",1224,0.44566
"876",1225,0.44574
"877",1226,0.44583
"878",1227,0.44592
"879",1228,0.44601
"880",1229,0.44609
"881",1230,0.44616
"882",1231,0.44625
"883",1232,0.44636
"884",1233,0.4465
"885",1234,0.44664
"886",1235,0.44677
"887",1236,0.44688
"888",1237,0.44696
"889",1238,0.44704
"890",1239,0.4471
"891",1240,0.44715
"892",1241,0.44718
"893",1242,0.44721
"894",1243,0.44728
"895",1244,0.4474
"896",1245,0.44756
"897",1246,0.44773
"898",1247,0.4479
"899",1248,0.44807
"900",1249,0.44825
"901",1250,0.44841
"902",1251,0.44854
"903",1252,0.44863
"904",1253,0.44869
"905",1254,0.44875
"906",1255,0.44883
"907",1256,0.44892
"908",1257,0.44902
"909",1258,0.4491
"910",1259,0.44916
"911",1260,0.44921
"912",1261,0.44924
"913",1262,0.44924
"914",1263,0.4492
"915",1264,0.44912
"916",1265,0.44901
"917",1266,0.44893
"918",1267,0.44887
"919",1268,0.44883
"920",1269,0.44879
"921",1270,0.44874
"922",1271,0.44867
"923",1272,0.44859
"924",1273,0.4485
"925",1274,0.44841
"926",1275,0.44832
"927",1276,0.44823
"928",1277,0.44813
"929",1278,0.44802
"930",1279,0.4479
"931",1280,0.44778
